Iteration,Odd Object,Weight,All Objects,,TEST
5094,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
5095,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5096,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5097,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5098,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5099,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5100,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
5101,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5102,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5103,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5104,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5105,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5106,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5107,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5108,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5109,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5110,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5111,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
5112,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5113,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
5114,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5115,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5116,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5117,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5118,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5119,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5120,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5121,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5122,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5123,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5124,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5125,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5126,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5127,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5128,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5129,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5130,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5131,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5132,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5133,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5134,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5135,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5136,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5137,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5138,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5139,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5140,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5141,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
5142,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5143,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5144,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5145,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5146,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5147,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5148,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5149,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
5150,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5151,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5152,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5153,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5154,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5155,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5156,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5157,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5158,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5159,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
5160,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
5161,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5162,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
5163,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5164,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5165,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
5166,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5167,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5168,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
5169,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5170,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
5171,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5172,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5173,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5174,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5175,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5176,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5177,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5178,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5179,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5180,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
5181,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5182,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
5183,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5184,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5185,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5186,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5187,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5188,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5189,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5190,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5191,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5192,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5193,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5194,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5195,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5196,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5197,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5198,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5199,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5200,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5201,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5202,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5203,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5204,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5205,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5206,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5207,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
5208,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5209,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5210,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5211,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5212,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5213,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5214,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
5215,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
5216,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
5217,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5218,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5219,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5220,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
5221,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
5222,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5223,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
5224,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
5225,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5226,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5227,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5228,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5229,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5230,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5231,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5232,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5233,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5234,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5235,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5236,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5237,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5238,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5239,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5240,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5241,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5242,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5243,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5244,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5245,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5246,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5247,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5248,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
5249,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5250,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5251,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5252,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5253,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5254,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5255,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5256,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5257,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5258,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5259,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5260,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5261,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5262,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5263,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5264,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
5265,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5266,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5267,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
5268,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5269,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5270,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
5271,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5272,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5273,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5274,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5275,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5276,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5277,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5278,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5279,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5280,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5281,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5282,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5283,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5284,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5285,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5286,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5287,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
5288,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5289,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5290,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5291,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
5292,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5293,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
5294,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5295,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5296,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5297,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5298,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5299,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5300,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5301,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5302,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5303,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5304,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5305,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5306,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5307,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5308,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
5309,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5310,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
5311,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
5312,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5313,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5314,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5315,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5316,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
5317,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5318,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
5319,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5320,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5321,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5322,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5323,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5324,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5325,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5326,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5327,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5328,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5329,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5330,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5331,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5332,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5333,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5334,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5335,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5336,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5337,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5338,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5339,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5340,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
5341,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5342,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5343,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5344,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5345,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5346,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5347,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5348,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
5349,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5350,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5351,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5352,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5353,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5354,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5355,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5356,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5357,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5358,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5359,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5360,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5361,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5362,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5363,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5364,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5365,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5366,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
5367,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5368,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5369,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5370,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5371,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5372,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
5373,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
5374,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
5375,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5376,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5377,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5378,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5379,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5380,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5381,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
5382,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5383,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5384,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5385,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5386,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5387,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
5388,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
5389,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5390,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5391,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5392,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5393,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
5394,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5395,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5396,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5397,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5398,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
5399,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5400,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5401,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5402,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
5403,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5404,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5405,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5406,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5407,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5408,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5409,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
5410,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5411,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5412,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5413,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
5414,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5415,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5416,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5417,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
5418,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5419,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5420,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5421,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5422,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5423,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
5424,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
5425,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
5426,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
5427,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
5428,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
5429,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
5430,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5431,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
5432,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
5433,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
5434,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
5435,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5436,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
5437,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
5438,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
5439,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
5440,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
5441,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
5442,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
